date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,2870.724,1784.84778,117,1,SnuffIes,1106.32,4,18
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,2938.4072300000003,1756.0797100000002,127,1,Ozon3r,1106.315,4,18
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,224.157562,67,0,bovize,235.558,5,33
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,92.93515,0,0,sbahn87,197.553,5,33
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2619.07739,2510.447,175,2,GeminiZZZ,1537.495,14,11
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2896.3125,2167.93213,65,0,AlexWho6,1537.5,14,11
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,3118.58032,0,0,R1dd1ck913,1264.792,15,17
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,3237.202,0,0,Emmylou89,1264.795,15,17
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,1552.3147,79,0,ron-n,868.56,17,24
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,1450.3147,101,1,SoSpicy,868.555,17,24
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,2406.55469,3100.02124,54,1,MatthiasXIV,1939.846,22,4
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,3135.38647,2456.2775899999997,34,0,Ninjapex,1939.851,22,4
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,55.2714539,0,0,thebrewski,160.64,24,34
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,129.4159,215,2,GucciManeDrain,180.90099999999998,24,34
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2418.547,2474.08887,75,1,subzero3,2181.815,25,2
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,1277.5805699999999,3286.67114,84,1,Chogo82,2181.82,25,2
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2057.258,0,0,FIYMNBVCXZ,1583.1570000000002,26,3
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,4,0.0,3285.94385,673,6,ShuLanHou,2009.7220000000002,26,3
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,1522.11768,117,1,sigbo,1032.6480000000001,29,20
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,1078.95581,100,1,Jerryxp,513.487,29,20
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,5656.536,1871.58655,184,2,Hathawayxu,1880.0729999999999,32,5
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,2,0,4555.215999999999,2559.02319,211,1,zxczcx,1880.069,32,5
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,0.0,2065.498,151,1,XombieMarine,968.96,33,19
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,2076.4502,17,1,Essaldun,1049.8039999999999,33,19
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,444.7796,0,0,JoeyGames123,336.43300000000005,37,31
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,1,0.0,537.9968,124,1,KeyBoardSucker,292.827,37,31
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,578.5747,24,0,Chefraykwon,558.314,38,27
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,0.0,1497.0493199999999,71,0,CytricS,558.31,38,27
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,1,2319.07251,1772.9348100000002,144,1,Zaerki,1573.835,39,9
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2306.78271,1956.6264600000002,55,1,FumaKT,1573.84,39,9
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,2266.167,883.9554,1,0,Killertofu1987,1403.829,43,12
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,0,0,1539.77234,1518.9832800000001,46,0,Sircool,1403.8239999999998,43,12
2017-11-26T20:59:40+0000,37,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,tpp,2,1,2,586.986145,3760.31,218,3,SlashTheSoviet,1664.845,46,7
